,Unnamed: 0,PROPERTY LEVEL LATITUDE,PROPERTY LEVEL LONGITUDE,ORIGINAL APN,ind,address,type,delivery_point_barcode,record_type,rdi,dpv_match_code,dpv_footnotes,footnotes,1br_rent_estimate,search_radius,1br_affordable_75,1br_affordable_80,1br_affordable_85,1br_affordable_90,1br_affordable_95,1br_affordable_100
493,472,43.038409,-85.6085,41-10-34-101-011,0.0,"2431 Northville Dr NE, Grand Rapids, MI 49525, USA",street_address,495251867995.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
494,473,43.039318,-85.686808,41-09-36-151-021,0.0,"3907-3911 Yorkland Dr NW, Comstock Park, MI 49321, USA",establishment,493218815991.0,H,Residential,S,AACC,N#S#,1209,10.0,1,1,1,1,1,0
495,474,43.039888,-85.68186899999998,41-09-36-176-013,0.0,"4239 Chasseral Dr NW, Comstock Park, MI 49321, USA",street_address,493218633993.0,H,Residential,D,AAN1,H#,1209,10.0,1,1,1,1,1,0
496,475,43.040547,-85.685926,41-09-36-101-043,0.0,"4243 Alpenhorn Dr NW, Comstock Park, MI 49321, USA",street_address,493218601998.0,H,Residential,D,AAN1,H#,1209,10.0,1,1,1,1,1,0
497,476,43.040618,-85.684263,41-09-36-126-022,0.0,"4263 Alpenhorn Dr NW, Comstock Park, MI 49321, USA",street_address,493218611997.0,H,Residential,D,AAN1,H#,1209,10.0,1,1,1,1,1,0
498,477,43.040673,-85.60278199999998,41-10-34-126-011,0.0,"2680 Northvale Dr NE, Grand Rapids, MI 49525, USA",street_address,495251769994.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
499,479,43.041638,-85.68427700000002,41-09-36-126-021,0.0,"4251 Alpenhorn Dr NW, Comstock Park, MI 49321, USA",street_address,493218605994.0,H,Residential,D,AAN1,H#,1209,10.0,1,1,1,1,1,0
500,480,43.047357,-85.693326,41-09-26-426-022,0.0,"4645 Aldun Ridge Ave NW, Comstock Park, MI 49321, USA",street_address,493219032999.0,H,Residential,D,AAN1,H#,1099,10.0,1,1,1,0,0,0
501,482,43.049319,-85.693904,41-09-26-426-026,0.0,"4755 Aldun Ridge Ave NW, Comstock Park, MI 49321, USA",street_address,493219054995.0,H,Residential,D,AAN1,H#,960,10.0,1,0,0,0,0,0
502,483,43.049782,-85.692583,41-09-26-426-033,0.0,"4775 Aldun Ridge Ave NW, Comstock Park, MI 49321, USA",premise,493219062996.0,H,Residential,D,AAN1,H#,1099,10.0,1,1,1,0,0,0
503,484,43.04981400000001,-85.655676,41-10-30-401-057,0.0,"4747 W River Dr NE, Comstock Park, MI 49321, USA",establishment,493218969991.0,H,Residential,D,AAN1,H#N#,940,10.0,0,0,0,0,0,0
504,485,43.063207,-85.687007,41-09-24-301-007,0.0,"5480 Alpine Ave NW, Comstock Park, MI 49321, USA",premise,493219789990.0,H,Residential,D,AAN1,H#,850,10.0,0,0,0,0,0,0
505,487,43.116765,-85.56840799999998,41-10-01-101-033,0.0,"174 W Division St NE, Rockford, MI 49341, USA",premise,493411525998.0,H,Residential,D,AAN1,H#,1099,10.0,1,1,1,0,0,0
506,488,43.118063,-85.769425,41-05-32-300-009,0.0,"8405 Fruit Ridge Ave, Sparta, MI 49345, USA",street_address,493458729991.0,H,Residential,D,AAN1,H#L#,1015,10.0,1,1,0,0,0,0
507,489,43.119632,-85.544881,41-07-31-376-006,0.0,"613 Hillview Pl, Rockford, MI 49341, USA",street_address,493411328997.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
508,490,43.120407,-85.559883,41-06-36-459-001,0.0,"21 N Main St, Rockford, MI 49341, USA",establishment,493411297992.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
509,491,43.126337,-85.550149,41-07-31-151-003,0.0,"330 Northland Dr NE, Rockford, MI 49341, USA",establishment,493411400996.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
510,492,43.13081500000001,-85.546089,41-07-31-101-006,0.0,"9101 Courtland Dr NE, Rockford, MI 49341, USA",establishment,493419586993.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
511,493,43.153612,-85.70774,41-05-23-153-016,0.0,"399 S Union St, Sparta, MI 49345, USA",establishment,493451534994.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
512,494,43.157242,-85.719308,41-05-22-251-019,0.0,"100 Ida Red Ave, Sparta, MI 49345, USA",premise,493451048994.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
513,495,43.158275,-85.719369,41-05-22-251-018,0.0,"65 Ida Red Ave, Sparta, MI 49345, USA",establishment,493451735991.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
514,496,43.159633,-85.718701,41-05-22-201-018,0.0,"34 Ida Red Ave, Sparta, MI 49345, USA",street_address,493451724993.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
515,497,43.16039,-85.709225,41-05-23-101-003,0.0,"34 E Division St, Sparta, MI 49345, USA",premise,493451413998.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
516,498,43.16050300000001,-85.705167,41-05-23-103-005,0.0,"200 E Division St, Sparta, MI 49345, USA",establishment,493451463993.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
517,499,43.161783,-85.550197,41-07-18-351-022,0.0,"10834 Northland Dr NE, Rockford, MI 49341, USA",street_address,493418606991.0,H,Residential,D,AAN1,H#,800,10.0,0,0,0,0,0,0
518,500,43.164636,-85.707753,41-05-14-304-025,0.0,"219 N Union St, Sparta, MI 49345, USA",premise,493451172996.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
519,501,43.176885,-85.551705,41-06-12-477-005,0.0,"11675 Northland Dr NE, Rockford, MI 49341, USA",premise,493417823991.0,H,Residential,D,AAN1,H#,800,10.0,0,0,0,0,0,0
520,502,43.21803,-85.750699,41-01-33-101-010,0.0,"82 S Main St, Kent City, MI 49330, USA",premise,493308992995.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
521,503,43.219793,-85.750935,41-01-28-353-004,0.0,"7 E Muskegon St, Kent City, MI 49330, USA",establishment,493308998999.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
522,504,43.222432,-85.714139,41-01-27-400-007,0.0,"14101 Sparta Ave, Kent City, MI 49330, USA",street_address,493309476997.0,H,Residential,D,AAN1,H#,790,10.0,0,0,0,0,0,0
523,505,43.2269,-85.550566,41-03-30-301-001,0.0,"190 N Main St NE, Cedar Springs, MI 49319, USA",premise,493198037998.0,H,Residential,D,AAN1,H#L#,800,10.0,0,0,0,0,0,0
524,351,42.967955,-85.662377,41-14-30-130-008,0.0,"215 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,1.0,1,1,1,1,1,1
525,353,42.96809,-85.661425,41-14-30-131-007,0.0,"222 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1195,1.0,1,1,1,1,0,0
526,355,42.968304,-85.662386,41-14-30-130-006,0.0,"231 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1195,1.0,1,1,1,1,0,0
527,377,42.970505,-85.688661,41-13-26-227-001,0.0,"824 Bridge St NW, Grand Rapids, MI 49504, USA",premise,495046000000.0,H,Residential,D,AAN1,H#,1500,1.0,1,1,1,1,1,1
528,380,42.971054,-85.688828,41-13-23-482-020,0.0,"827 Bridge St NW, Grand Rapids, MI 49504, USA",premise,495046000000.0,H,Residential,D,AAN1,H#,1500,1.0,1,1,1,1,1,1
529,387,42.971757,-85.685203,41-13-24-359-002,0.0,"443 Stocking Ave NW, Grand Rapids, MI 49504, USA",premise,495045000000.0,H,Residential,D,AAN1,H#,1500,1.0,1,1,1,1,1,1
530,388,42.971965,-85.644214,41-14-20-379-003,0.0,"468 Diamond Ave NE, Grand Rapids, MI 49503, USA",street_address,495032000000.0,H,Residential,D,AAN1,H#,1339,1.0,1,1,1,1,1,1
531,390,42.972222,-85.718743,41-13-22-382-010,0.0,"435 Shawmut Blvd NW, Grand Rapids, MI 49504, USA",street_address,495045000000.0,H,Residential,D,AAN1,H#,1500,1.0,1,1,1,1,1,1
532,398,42.974501,-85.648736,41-14-20-304-013,0.0,"619 Emerald Ave NE, Grand Rapids, MI 49503, USA",premise,495032000000.0,H,Residential,D,AAN1,H#,1339,2.0,1,1,1,1,1,1
533,417,42.982429,-85.664905,41-14-19-106-003,0.0,"1070 Clancy Ave NE, Grand Rapids, MI 49503, USA",street_address,495031000000.0,H,Residential,D,AAN1,H#,1565,2.0,1,1,1,1,1,1
534,418,42.98244,-85.658181,41-14-19-204-025,0.0,"1041 College Ave NE, Grand Rapids, MI 49503, USA",street_address,495031000000.0,H,Residential,D,AAN1,H#,1650,2.0,1,1,1,1,1,1
535,421,42.983749,-85.700615,41-13-23-127-028,0.0,"1305 Walker Ave NW, Grand Rapids, MI 49504, USA",establishment,495044000000.0,H,Residential,D,AAN1,H#,1500,2.0,1,1,1,1,1,1
536,428,42.984759,-85.681157,41-13-24-128-001,0.0,"526 Leonard St NW, Grand Rapids, MI 49504, USA",premise,495044000000.0,H,Residential,D,AAN1,H#,1565,2.0,1,1,1,1,1,1
537,429,42.984877,-85.647963,41-14-17-352-059,0.0,"1210 Northfield Ave NE, Grand Rapids, MI 49505, USA",premise,495055000000.0,H,Residential,D,AAN1,H#,1339,2.0,1,1,1,1,1,1
538,430,42.98497,-85.687857,41-13-24-101-029,0.0,"754 Leonard St NW, Grand Rapids, MI 49504, USA",establishment,495045000000.0,H,Residential,D,AAN1,H#,1500,2.0,1,1,1,1,1,1
539,433,42.985204,-85.701411,41-13-23-126-043,0.0,"1336 Leonard St NW, Grand Rapids, MI 49504, USA",establishment,495043000000.0,H,Residential,D,AAN1,H#,1500,2.0,1,1,1,1,1,1
540,437,42.98562,-85.692086,41-13-14-481-015,0.0,"937 Leonard St NW, Grand Rapids, MI 49504, USA",premise,495044000000.0,H,Residential,D,AAN1,H#,1500,2.0,1,1,1,1,1,1
541,442,42.986966,-85.734415,41-13-16-452-003,0.0,"2701 Leonard St NW, Grand Rapids, MI 49504, USA",street_address,495044000000.0,H,Residential,D,AAN1,H#,1185,2.0,1,1,1,1,0,0
542,459,43.01901,-85.654935,41-14-06-402-002,0.0,"3104 Coit Ave NE, Grand Rapids, MI 49505, USA",premise,495053301992.0,H,Residential,D,AAN1,H#,1209,2.0,1,1,1,1,1,0
543,469,43.034983,-85.686424,41-09-36-301-038,0.0,"3909 Yorkland Dr NW, Comstock Park, MI 49321, USA",street_address,493218821994.0,H,Residential,D,AAN1,H#,1209,2.0,1,1,1,1,1,0
544,478,43.041186,-85.680355,41-09-36-126-017,0.0,"445 Chasseral Dr NW, Comstock Park, MI 49321, USA",street_address,493219022990.0,H,Residential,D,AAN1,H#,1209,10.0,1,1,1,1,1,0
545,481,43.048785,-85.692626,41-09-26-426-034,0.0,"4695 Aldun Ridge Ave NW, Comstock Park, MI 49321, USA",premise,493219060998.0,H,Residential,D,AAN1,H#,1099,10.0,1,1,1,0,0,0
546,486,43.067246,-85.612096,41-10-21-276-021,0.0,"5761 Jupiter Ave NE, Belmont, MI 49306, USA",establishment,493068859990.0,H,Residential,D,AAN1,H#,1006,10.0,1,0,0,0,0,0
